Creation	Duration	State	Label	
00:19.605.344	1.30 ms	Active	Neural Engine Prediction	
00:19.608.416	1.18 ms	Active	Neural Engine Prediction	
00:19.610.769	1.09 ms	Active	Neural Engine Prediction	
00:19.613.477	1.23 ms	Active	Neural Engine Prediction	
00:19.615.971	1.07 ms	Active	Neural Engine Prediction	
00:19.618.206	1.02 ms	Active	Neural Engine Prediction	
00:19.621.551	33.47 ms	Active	Neural Engine Prediction	
00:19.656.657	1.26 ms	Active	Neural Engine Prediction	
00:19.659.225	1.04 ms	Active	Neural Engine Prediction	
00:19.663.014	1.64 ms	Active	Neural Engine Prediction	
00:19.666.212	1.18 ms	Active	Neural Engine Prediction	
00:19.668.768	1.03 ms	Active	Neural Engine Prediction	
00:19.672.621	34.13 ms	Active	Neural Engine Prediction	
00:19.708.255	1.09 ms	Active	Neural Engine Prediction	
00:19.712.910	1.58 ms	Active	Neural Engine Prediction	
00:19.715.877	1.06 ms	Active	Neural Engine Prediction	
00:19.718.242	1.04 ms	Active	Neural Engine Prediction	
00:19.721.819	33.51 ms	Active	Neural Engine Prediction	
00:19.758.911	1.48 ms	Active	Neural Engine Prediction	
00:19.763.286	1.84 ms	Active	Neural Engine Prediction	
00:19.766.490	1.07 ms	Active	Neural Engine Prediction	
00:19.768.846	1.02 ms	Active	Neural Engine Prediction	
00:19.771.151	1.12 ms	Active	Neural Engine Prediction	
00:19.775.809	34.20 ms	Active	Neural Engine Prediction	
00:19.812.680	1.79 ms	Active	Neural Engine Prediction	
00:19.820.817	33.43 ms	Active	Neural Engine Prediction	
00:19.857.445	1.63 ms	Active	Neural Engine Prediction	
00:19.860.308	1.08 ms	Active	Neural Engine Prediction	
00:19.862.647	1.11 ms	Active	Neural Engine Prediction	
00:19.864.960	1.05 ms	Active	Neural Engine Prediction	
00:19.867.208	1.03 ms	Active	Neural Engine Prediction	
00:19.869.392	1.02 ms	Active	Neural Engine Prediction	
00:19.871.679	1.15 ms	Active	Neural Engine Prediction	
00:19.875.447	33.95 ms	Active	Neural Engine Prediction	
00:19.910.750	1.12 ms	Active	Neural Engine Prediction	
